name,price,owner,driven km,transmission,fuel,body type,mileage,engine cc,max power bhp,wheel size inches,no of seats
Toyota Fortuner 3.0 4X2 AT 2012,"₹ 10,70,000",First Owner,88911 Km,Automatic,Diesel,SUV,12.55 kmpl,2982 cc,169 bhp,17 Inch,5 Seater
Renault Duster 110 PS RXL 4X2 MT 2013,"₹ 4,90,000",First Owner,78831 Km,Manual,Diesel,SUV,19.6 kmpl,1461 cc,108.45bhp,16 Inch,5 Seater
Maruti Suzuki S-Cross Alpha Petrol BS6 2020,"₹ 10,90,000",First Owner,7000 Km,Manual,Petrol,SUV,18.55 kmpl,1462cc,103 bhp,16 inch,5 Seater
BMW 7 Series 730Ld 2015,"₹ 52,00,000",First Owner,78465 Km,Automatic,Diesel,Sedan,11.1 kmpl,2993 cc,262 bhp,17 Inch,5 Seater
Audi A8 L 30 TDI 2013,"₹ 48,35,000",Second Owner,19857 Km,Automatic,Diesel,Sedan,15.5 kmpl,2967 cc,247 bhp,18 inches,5 Seater
Maruti Suzuki Wagon R LXi CNG 2013,"₹ 2,81,000",First Owner,63000 Km,Manual,Petrol + CNG,Hatchback,26.6 Kmpl,998 cc,58.16bhp,13,5 Seater
Hyundai Elite i20 Asta 1.2 Opt 2017,"₹ 6,43,000",First Owner,63000 Km,Manual,Petrol,Hatchback,18.6 kmpl,1197 cc,81.83bhp,16 Inch,5 Seater
Maruti Suzuki Ignis Alpha 1.2 MT 2020,"₹ 6,60,000",First Owner,12000 Km,Manual,Petrol,Hatchback,20.89 kmpl,1197 cc,82 bhp,"15""",5 Seater
Toyota Innova 2.5 G3 2005,"₹ 3,99,000",First Owner,79000 Km,Manual,Diesel,MUV,12.99Kmpl,2494 cc,100 bhp,15 Inch,5 Seater
Maruti Suzuki Swift LXi Opt 2016,"₹ 3,50,000",First Owner,93000 Km,Manual,Petrol,Hatchback,20.4 kmpl,1197 cc,83 bhp,14 Inch,5 Seater
Maruti Suzuki Swift VDi 2014,"₹ 4,95,000",First Owner,70000 Km,Manual,Diesel,Hatchback,25.2kmpl,1248 cc,74bhp,14 Inch,5 Seater
Maruti Suzuki Ciaz VDi+ SHVS 2016,"₹ 6,50,000",First Owner,22000 Km,Manual,Diesel,Sedan,28.09 kmpl,1248 cc,88.5bhp,15 inch,5 Seater
Honda Civic 1.8 V 2007,"₹ 1,95,000",Second Owner,95000 Km,Manual,Petrol,Sedan,13.9 kmpl,1498 cc,130 bhp,15 Inch,5 Seater
Honda City 1.5 V AT SUN ROOF 2016,"₹ 7,50,000",First Owner,45000 Km,Automatic,Petrol,Sedan,18 kmpl,1497 cc,117 bhp,15 Inch,5 Seater
Hyundai I20 Sportz 1.4 CRDi 2018,"₹ 7,19,000",First Owner,37000 Km,Manual,Diesel,Hatchback,18.60 kmpl,1368 cc,98.5bhp,14 Inch,5 Seater
BMW X3 xDrive 30d M Sport 2017,"₹ 37,90,000",First Owner,13557 Km,Automatic,Diesel,SUV,16.55 kmpl,2993 cc,258 bhp,18 Inch,5 Seater
Honda WR-V VX Diesel 2018,"₹ 8,57,936",First Owner,6100 Km,Manual,Diesel,Crossover,25.5 kmpl,1498,98.6bhp,16 Inch,5 Seater
Renault Duster 110 PS RXL 2016,"₹ 5,50,000",First Owner,68000 Km,Manual,Diesel,SUV,19.6 kmpl,1461 cc,108 bhp,16'',5 Seater
Hyundai Elite i20 Sportz 1.2 2018,"₹ 7,10,000",First Owner,30000 Km,Manual,Petrol,Hatchback,18.6 kmpl,1197 cc,82 bhp,14 Inch,5 Seater
Volkswagen Vento Highline Diesel 2014,"₹ 7,00,000",First Owner,30000 Km,Manual,Diesel,Sedan,20.5 kmpl,1598 cc,103 bhp,15 inches,5 Seater
Mercedes-Benz E-Class E 200 2019,"₹ 40,65,000",First Owner,55845 Km,Automatic,Petrol,Sedan,12.06 kmpl,1991 cc,184 bhp,R17,5 Seater
Tata Tigor Revotron XZA 2018,"₹ 4,98,000",First Owner,54000 Km,Automatic,Petrol,Sedan,20.3 kmpl,1199 cc,84 bhp,15,5 Seater
Ford Ecosport 1.5 Ti VCT AT Titanium 2015,"₹ 6,50,000",First Owner,34000 Km,Automatic,Petrol,SUV,16.0 kmpl,1499 cc,110.4bhp,16 Inch,5 Seater
Hyundai Verna 1.6 CRDI SX (O) AT 2012,"₹ 3,75,000",First Owner,84000 Km,Automatic,Diesel,Sedan,22.32 kmpl,1582 cc,126.2bhp,16 Inch,5 Seater
Hyundai Creta SX 1.6 (O) Executive Petrol 2019,"₹ 13,25,000",First Owner,5874 Km,Manual,Petrol,SUV,15.29 kmpl,1582 cc,122 bhp,17 Inches,5 Seater
Mercedes-Benz E-Class E 200 2019,"₹ 47,90,000",First Owner,840 Km,Automatic,Petrol,Sedan,12.06 kmpl,1991 cc,184 bhp,R17,5 Seater
Maserati Gran Turismo S 4.7 2013,"₹ 50,00,000",Third Owner,99500 Km,Automatic,Petrol,Coupe,12 kmpl,4691 cc,425bhp,20 Inch,5 Seater
BMW 5 Series 520d Luxury Line 2019,"₹ 49,44,000",First Owner,22000 Km,Automatic,Diesel,Sedan,22.48 kmpl,1995 cc,188 bhp,18 Inches,5 Seater
Ford EcoSport Titanium 1.5L TDCi 2016,"₹ 7,47,000",First Owner,65000 Km,Manual,Diesel,SUV,18.88 kmpl,1498 cc,110,"15""",5 Seater
Skoda Laura Active 1.8 TSI 2008,"₹ 3,35,000",Third Owner,160000 Km,Manual,Petrol,Sedan,8.9 kmpl,1798 cc,160 bhp,15 Inch,5 Seater
Toyota Innova 2.5 GX LTD 2011,"₹ 15,00,000",First Owner,60000 Km,Manual,Diesel,MUV,12.99 kmpl,2494 cc,100 bhp,15 Inch,5 Seater
Honda Amaze 1.2 VX AT i-VTEC 2016,"₹ 8,00,000",First Owner,90000 Km,Automatic,Petrol,Sedan,18.1 kmpl,1199 cc,89 bhp,14 Inch,5 Seater
Honda City VX AT 2017,"₹ 10,55,700",First Owner,57860 Km,Automatic,Petrol,Sedan,18 kmpl,1497 cc,117 bhp,15 Inch,5 Seater
Tata Safari Storme 2.2 VX 4x2 2014,"₹ 6,69,500",First Owner,89660 Km,Manual,Diesel,SUV,14 kmpl,2179 cc,148bhp,16 Inch,5 Seater
Hyundai Creta 1.6 SX+ Petrol 2017,"₹ 11,25,000",First Owner,24000 Km,Manual,Petrol,SUV,15.29 kmpl,1591 cc,122 bhp,16 Inch,5 Seater
Toyota Fortuner 3.0 4X2 AT 2017,"₹ 25,50,000",First Owner,120000 Km,Automatic,Diesel,SUV,12.55 kmpl,2982 cc,169 bhp,17 Inch,7 Seater
Audi A6 2.0 TDI PREMIUM PLUS 2014,"₹ 23,36,000",First Owner,50000 Km,Automatic,Diesel,Sedan,16.66 kmpl,1968 cc,177 bhp,17 inches,5 Seater
Volkswagen Polo Highline Plus 1.2 Petrol 2018,"₹ 6,25,000",First Owner,49000 Km,Manual,Petrol,Hatchback,16 Kmpl,1198 cc,74 bhp,15'',5 Seater
Land Rover Range Rover Sport 3.0 TDV6 HSE Dynamic 2019,"₹ 84,00,000",First Owner,84514 Km,Automatic,Diesel,SUV,12.35 kmpl,2993 cc,255 bhp,20 Inches,5 Seater
Mahindra TUV300 T6 Plus 2016,"₹ 5,18,000",First Owner,2100 Km,Manual,Diesel,SUV,18.49 kmpl,1493 cc,84bhp,15 Inch,7 Seater
Maruti Suzuki Swift VDi 2010,"₹ 2,83,000",First Owner,112000 Km,Manual,Diesel,Hatchback,25.2kmpl,1248 cc,74bhp,14 Inch,5 Seater
Honda Accord 2.4 AT 2010,"₹ 3,40,000",First Owner,72000 Km,Automatic,Petrol,Sedan,7.6 kmpl,2354cc,180PS,16 inch,5 Seater
Honda Civic 1.8E MT 2009,"₹ 3,60,000",First Owner,49208 Km,Manual,Petrol,Sedan,10.6 kmpl,1799 cc,132,15 Inch,5 Seater
Hyundai Venue SX Plus 1.0 AT Petrol 2020,"₹ 10,25,000",First Owner,6803 Km,Automatic,Petrol,SUV,18.15 kmpl,998 cc,118 bhp,16 Inches,5 Seater
Land Rover Freelander 2.0 HSE 2011,"₹ 14,79,000",First Owner,55800 Km,Automatic,Diesel,SUV,12.35 kmpl,2179 cc,150 bhp,17 Inch,5 Seater
Renault Duster 85 PS RXL 2013,"₹ 3,90,000",First Owner,60000 Km,Manual,Diesel,SUV,19.6 kmpl,1461 cc,108.45bhp,16 Inch,5 Seater
Hyundai Santro Xing GLS 2008,"₹ 2,00,000",Third Owner,50000 Km,Manual,Petrol,Hatchback,17.92 kmpl,1086cc,62 bhp,13 Inch,5 Seater
Mercedes-Benz E-Class E 220 d 2018,"₹ 35,00,000",First Owner,32000 Km,Automatic,Diesel,Sedan,18.0 kmpl,1950 cc,192bhp,17 Inch,5 Seater
Maruti Suzuki Ritz VDI BS IV 2012,"₹ 4,00,000",First Owner,50000 Km,Manual,Diesel,Hatchback,23.2kmpl,1248 cc,73 bhp,14 Inch,5 Seater
Hyundai i10 Era 2009,"₹ 3,00,000",Third Owner,60000 Km,Manual,Petrol,Hatchback,20 kmpl,1086 cc,67 bhp,13 Inch,5 Seater
Hyundai Elite i20 Magna 1.2 2016,"₹ 6,00,000",First Owner,40000 Km,Manual,Petrol,Hatchback,18.6 kmpl,1197 cc,82 bhp,14 Inch,5 Seater
Nissan Terrano XE (D) 2014,"₹ 5,66,500",First Owner,79000 Km,Manual,Diesel,SUV,20.5 kmpl,1461 cc,83.8bhp,16 Inch,5 Seater
Mercedes-Benz C-Class C 220 CDI Avantgarde 2015,"₹ 24,33,390",First Owner,45090 Km,Automatic,Diesel,Sedan,19.27 kmpl,2143 cc,170,R17,5 Seater
Maruti Suzuki Swift VXi AGS BS6 2020,"₹ 7,92,548",First Owner,8965 Km,Automated Manual Transmission,Petrol,Hatchback,21.21 kmpl,1197 cc,82 bhp,14 Inches,5 Seater
Audi Q3 2.0 TDI 2014,"₹ 20,00,000",First Owner,40000 Km,Automatic,Diesel,SUV,15.77 kmpl,1968 cc,174 bhp,16 Inch,5 Seater
Toyota Fortuner 3.0 4x2 MT 2015,"₹ 16,83,000",First Owner,48000 Km,Manual,Diesel,SUV,11.9 kmpl,2982 cc,169 bhp,17 Inch,5 Seater
Hyundai Verna 1.6 VTVT SX AT 2018,"₹ 7,49,000",First Owner,25000 Km,Automatic,Petrol,Sedan,17.4 kmpl,1591 cc,121 bhp,16 Inch,5 Seater
Maruti Suzuki Ertiga ZXI Plus Smart Hybrid 2019,"₹ 8,85,000",First Owner,19857 Km,Manual,Petrol,MUV,19.34 kmpl,1462 cc,103 bhp,15 Inches,5 Seater
Skoda Rapid 1.5 TDI CR Style Plus AT 2016,"₹ 6,69,500",First Owner,75000 Km,Automatic,Diesel,Sedan,21.66 kmpl,1498 cc,104 bhp,15 Inch,5 Seater
Skoda Rapid 1.6 MPI AMBITION 2013,"₹ 3,90,000",First Owner,86000 Km,Manual,Petrol,Sedan,15 kmpl,1598 cc,104 bhp,15 Inch,5 Seater
Renault Duster 85 PS RXL 2012,"₹ 4,89,250",Second Owner,68000 Km,Manual,Diesel,SUV,19.6 kmpl,1461 cc,108.45bhp,16 Inch,5 Seater
Ford Figo DURATORQ TITANIUM 1.4 2011,"₹ 2,35,000",Second Owner,77000 Km,Manual,Diesel,Hatchback,25.83kmpl,1498cc,99bhp,14 Inch,5 Seater
Maruti Suzuki Alto 800 LXi CNG 2015,"₹ 2,75,000",Second Owner,33000 Km,Manual,Petrol + CNG,Hatchback,33.44 kmpl,796 cc,40 bhp,12'',5 Seater
Maruti Suzuki Swift VDi ABS BS IV 2017,"₹ 6,50,000",First Owner,75436 Km,Manual,Diesel,Hatchback,14.84 kmpl,1248 cc,75,14 Inch,5 Seater
Hyundai i10 MAGNA 1.1 2012,"₹ 3,60,000",First Owner,72158 Km,Manual,Petrol,Hatchback,19.81 kmpl,1086 cc,68 bhp,13,5 Seater
Hyundai Santa FE 4WD AT 2015,"₹ 12,90,000",First Owner,62000 Km,Automatic,Diesel,SUV,14.7,2199 cc,194.3bhp,18 Inch,7 Seater
Toyota Fortuner 3.0 4x2 MT 2015,"₹ 16,83,000",First Owner,50000 Km,Manual,Diesel,SUV,11.9 kmpl,2982 cc,169 bhp,17 Inch,5 Seater
Hyundai Eon Era + 2015,"₹ 2,65,000",First Owner,58819 Km,Manual,Petrol,Hatchback,21.1 kmpl,814cc,55 bhp,12 Inch,5 Seater
Honda Civic ZX CVT i-VTEC 2019,"₹ 18,90,000",First Owner,20000 Km,Automatic,Petrol,Sedan,16.5 kmpl,1799 cc,140 bhp,16 Inches,5 Seater
Maruti Suzuki Swift VDi BS IV 2011,"₹ 2,30,000",First Owner,47125 Km,Manual,Diesel,Hatchback,14.84 kmpl,1248 cc,75,14 Inch,5 Seater
Rolls Royce Phantom Sedan 2010,"₹ 2,00,00,000",First Owner,74511 Km,Automatic,Petrol,Sedan,6.71 kmpl,6749 cc,453 bhp,21 inch,5 Seater
Toyota Innova Crysta 2.7 ZX AT 7 STR 2016,"₹ 13,25,800",First Owner,58000 Km,Automatic,Petrol,MUV,15.1 kmpl,2694 cc,164 bhp,17'',7 Seater
Maruti Suzuki Baleno Alpha 1.2 2018,"₹ 6,12,700",First Owner,45000 Km,Manual,Petrol,Hatchback,21.4kmpl,1197 cc,83.1bhp,16 Inch,5 Seater
Honda City VX i-VTEC 2020,"₹ 12,45,281",First Owner,9821 Km,Manual,Petrol,Sedan,26 kmpl,1498 cc,99 bhp,15 inch,5 Seater
Maruti Suzuki Ertiga VDi 2015,"₹ 6,85,000",First Owner,95000 Km,Manual,Diesel,MUV,20.77 kmpl,1248 cc,89 bhp,15 inch,7 Seater
Maruti Suzuki Ritz ZDI 2012,"₹ 4,06,850",First Owner,75000 Km,Manual,Diesel,Hatchback,23.2 kmpl,1248 cc,73 bhp,14 Inch,5 Seater
Maruti Suzuki Swift VXi BS6 2020,"₹ 6,43,750",First Owner,20000 Km,Manual,Petrol,Hatchback,21.21 kmpl,1197 cc,82 bhp,14 Inches,5 Seater
Maruti Suzuki Swift VXi 2014,"₹ 4,15,000",First Owner,62000 Km,Manual,Petrol,Hatchback,20.4 kmpl,1197 cc,83 bhp,14 Inch,5 Seater
Maruti Suzuki Swift DZire VDi 2009,"₹ 3,25,000",Second Owner,110000 Km,Manual,Diesel,Sedan,26.59 kmpl,1248 cc,74 bhp,14 Inch,5 Seater
Tata Manza Aqua Safire BS-III 2010,"₹ 1,75,000",Second Owner,76000 Km,Manual,Petrol,Sedan,16.1 kmpl,1368 cc,90 Bhp,15'',5 Seater
Honda Brio E MT 2012,"₹ 2,35,000",Second Owner,44000 Km,Manual,Petrol,Hatchback,18.9 kmpl,1198 cc,87 bhp,14 Inch,5 Seater
Honda City S i-VTEC 2017,"₹ 8,13,700",First Owner,27000 Km,Manual,Petrol,Sedan,26 kmpl,1498 cc,99 bhp,15 inch,5 Seater
Honda City SV i-DTEC 2016,"₹ 8,22,970",First Owner,29000 Km,Manual,Diesel,Sedan,26 kmpl,1498 cc,99 bhp,15 inch,5 Seater
Honda Jazz V AT 2016,"₹ 6,84,950",First Owner,31000 Km,Automatic,Petrol,Hatchback,18.7 kmpl,1198 cc,87 bhp,14 inch,5 Seater
Hyundai Accent GLE 2010,"₹ 3,00,000",First Owner,50000 Km,Manual,Petrol,Sedan,16.36 kmpl,1495 cc,94 bhp,13 Inch,5 Seater
Maruti Suzuki Alto 800 LXi CNG 2013,"₹ 4,00,000",First Owner,50000 Km,Manual,Petrol + CNG,Hatchback,33.44 kmpl,796 cc,40 bhp,12'',5 Seater
Honda City ZX CVT i-VTEC 2018,"₹ 12,10,000",First Owner,20000 Km,Automatic,Petrol,Sedan,18 kmpl,1497 cc,117 bhp,15 Inch,5 Seater
Nissan Sunny XL DIESEL 2013,"₹ 5,00,000",First Owner,40000 Km,Manual,Diesel,Sedan,22.7 kmpl,1461 cc,85 bhp,15 Inch,5 Seater
Maruti Suzuki Alto K10 VXi 2017,"₹ 4,00,000",First Owner,50000 Km,Manual,Petrol,Hatchback,24.07 kmpl,998 cc,67 bhp,13 inch,5 Seater
Toyota Innova Crysta 2.8 Z AT 7 STR 2018,"₹ 21,09,000",First Owner,50000 Km,Automatic,Diesel,MUV,14.29 kmpl,2755 cc,172 bhp,17 inch,7 Seater
Volkswagen Vento Comfortline Diesel 2013,"₹ 6,00,000",First Owner,50000 Km,Manual,Diesel,Sedan,20.5 kmpl,1598 cc,103 bhp,15 inches,5 Seater
Maruti Suzuki Swift VDi 2013,"₹ 5,00,000",First Owner,25000 Km,Manual,Diesel,Hatchback,25.2kmpl,1248 cc,74bhp,14 Inch,5 Seater
Maruti Suzuki Alto LX BS-III 2007,"₹ 2,00,000",First Owner,80000 Km,Manual,Petrol,Hatchback,14.54 kmpl,796 cc,38.4bhp,12 Inch,5 Seater
Hyundai i10 Era 2011,"₹ 1,95,000",First Owner,56000 Km,Manual,Petrol,Hatchback,19.81 kmpl,1086 cc,68 bhp,13 Inch,5 Seater
Maruti Suzuki Ritz VDI BS IV 2014,"₹ 2,40,000",Second Owner,12000 Km,Manual,Diesel,Hatchback,23.2kmpl,1248 cc,73 bhp,14 Inch,5 Seater
Ford Aspire Trend 1.2 Ti-VCT 2017,"₹ 5,40,000",First Owner,32599 Km,Manual,Petrol,Sedan,18.16 kmpl,1196 cc,87 bhp,14'',5 Seater
Fiat Punto Dynamic 1.3 2015,"₹ 3,35,000",Second Owner,87000 Km,Manual,Diesel,Hatchback,20.5 kmpl,1248 cc,75 bhp,R14,5 Seater
Honda City V 2016,"₹ 7,72,500",First Owner,52000 Km,Manual,Petrol,Sedan,17.8 kmpl,1497 cc,117 bhp,15 Inch,5 Seater
Honda Jazz VX i-VTEC 2019,"₹ 7,10,000",First Owner,14573 Km,Manual,Petrol,Hatchback,18.7 kmpl,1198 cc,89 bhp,15 Inches,5 Seater
Skoda Rapid Style 1.5 TDI AT 2018,"₹ 6,43,750",First Owner,66000 Km,Automatic,Diesel,Sedan,21.14 kmpl,1498 cc,104 bhp,15,5 Seater
Maruti Suzuki Ciaz VDi+ SHVS 2017,"₹ 6,70,500",First Owner,60000 Km,Manual,Diesel,Sedan,28.09 kmpl,1248 cc,88.5bhp,15 inch,5 Seater
Maruti Suzuki Celerio VXi AMT BS6 2020,"₹ 5,40,500",First Owner,2500 Km,Automated Manual Transmission,Petrol,Hatchback,21.63 kmpl,998 cc,67 bhp,14 Inch,5 Seater
Hyundai Creta EX 1.6 Petrol 2019,"₹ 9,79,000",First Owner,16857 Km,Manual,Petrol,SUV,15.29 kmpl,1591 cc,122 bhp,16 Inches,5 Seater
Hyundai Creta 1.6 SX+ Petrol 2016,"₹ 7,06,000",First Owner,65000 Km,Manual,Petrol,SUV,15.29 kmpl,1591 cc,122 bhp,16 Inch,5 Seater
Maruti Suzuki Ertiga VDI BS-IV 2013,"₹ 4,50,000",First Owner,30000 Km,Manual,Diesel,MUV,20.77kmpl,1248 cc,89 bhp,15 inch,7 Seater
Maruti Suzuki Swift DZire ZDi 2012,"₹ 5,35,600",First Owner,108000 Km,Manual,Diesel,Sedan,26.59 kmpl,1248 cc,74 bhp,14 Inch,5 Seater
Maruti Suzuki Swift DZire VXi 2011,"₹ 2,88,400",Second Owner,63000 Km,Manual,Petrol,Sedan,22 Kmpl,1197 cc,83 bhp,14 Inch,5 Seater
Honda City ZX GXi 2008,"₹ 2,88,400",First Owner,83000 Km,Manual,Petrol,Sedan,12.8 kmpl,1497 cc,78,14 Inch,5 Seater
Honda Amaze 1.5 VX i-DTEC 2014,"₹ 4,63,500",First Owner,96000 Km,Manual,Diesel,Sedan,25.8 kmpl,1498 cc,99 bhp,14 Inch,5 Seater
BMW X1 sDrive 20d xLine 2017,"₹ 22,00,000",First Owner,41222 Km,Automatic,Diesel,SUV,20.68 Kmpl,1995 CC,190 bhp,18 Inch,5 Seater
Mahindra XUV500 W8 2WD 2014,"₹ 6,35,000",First Owner,94000 Km,Manual,Diesel,SUV,14 kmpl,2179 cc,140 bhp,17 Inch,5 Seater
Renault Duster RXS CVT 2018,"₹ 10,50,000",First Owner,55895 Km,Automatic,Petrol,SUV,13.6 kmpl,1498 cc,105 bhp,16 Inches,5 Seater
Maruti Suzuki Swift DZire LDi 2016,"₹ 6,90,000",First Owner,96437 Km,Manual,Diesel,Sedan,26.59 kmpl,1248 cc,74 bhp,14 Inch,5 Seater
Hyundai Xcent S 1.1 CRDI OPT 2016,"₹ 3,86,250",First Owner,49000 Km,Manual,Diesel,Sedan,24.4 kmpl,1120,71 bhp,14 inch,5 Seater
Renault Duster 110 PS RXL 2012,"₹ 4,99,550",First Owner,96000 Km,Manual,Diesel,SUV,19.6 kmpl,1461 cc,108.45bhp,16 Inch,5 Seater
Toyota Innova Crysta 2.8 G 7 Seater 2017,"₹ 14,23,000",First Owner,50000 Km,Manual,Diesel,MUV,14.29 kmpl,2755 cc,172 bhp,16 inch,7 Seater
Honda WR-V VX Petrol BS6 2020,"₹ 10,41,000",First Owner,19887 Km,Manual,Petrol,Crossover,16.5 kmpl,1199 cc,89 bhp,16 Inch,5 Seater
Hyundai Verna 1.6 CRDI SX 2014,"₹ 6,00,000",Second Owner,50000 Km,Manual,Diesel,Sedan,22.32 kmpl,1582 cc,126.2bhp,16 Inch,5 Seater
Ford EcoSport Titanium 1.5L Ti-VCT BS6 2020,"₹ 11,32,927",First Owner,9854 Km,Manual,Petrol,SUV,15.9 kmpl,1496 cc,121 bhp,16 Inch,5 Seater
Mahindra XUV500 W9 AT 2019,"₹ 16,47,000",First Owner,40000 Km,Automatic,Diesel,SUV,13.85 kmpl,2179 cc,138 bhp,17'',7 Seater
Honda Amaze 1.2 S i-VTEC 2017,"₹ 5,87,000",First Owner,50100 Km,Manual,Petrol,Sedan,17.8 kmpl,1198 cc,87 bhp,14 Inch,5 Seater
Datsun Redi-GO A 2017,"₹ 2,80,000",First Owner,32557 Km,Manual,Petrol,Hatchback,22.7 kmpl,799 cc,53 bhp,13 Inch,5 Seater
Hyundai Creta EX 1.4 CRDI 2019,"₹ 12,90,000",First Owner,31121 Km,Manual,Diesel,SUV,21.38 kmpl,1396 cc,88.7bhp,16 Inches,5 Seater
Maruti Suzuki Swift VDi 2013,"₹ 2,95,000",First Owner,46000 Km,Manual,Diesel,Hatchback,25.2kmpl,1248 cc,74bhp,14 Inch,5 Seater
Renault Duster 110 PS RXZ 4X2 AMT 2017,"₹ 8,40,000",First Owner,50000 Km,Automatic,Diesel,SUV,19.6 kmpl,1461 cc,108.45bhp,16 Inch,5 Seater
SKODA SUPERB Elegance 1.8 TSI AT 2010,"₹ 2,40,000",Fourth Owner,89100 Km,Automatic,Petrol,Sedan,13.7 kmpl,1798 cc,158 bhp,16 Inch,5 Seater
Honda Amaze 1.2 V i-VTEC 2019,"₹ 5,95,000",First Owner,12548 Km,Manual,Petrol,Sedan,19.5 kmpl,1198 cc,89 bhp,15 Inches,5 Seater
Maruti Suzuki S-Cross Delta 1.3 2017,"₹ 7,25,000",First Owner,80248 Km,Manual,Diesel,Crossover,24 kmpl,1248 cc,88.5bhp,16 Inch,5 Seater
Mahindra Bolero Plus AC BS IV 2015,"₹ 6,50,000",First Owner,87357 Km,Manual,Diesel,SUV,15.96 kmpl,2523 cc,63 bhp,16 Inch,5 Seater
Mahindra KUV100 K6+ 5 STR 2017,"₹ 4,58,350",First Owner,81000 Km,Manual,Petrol,SUV,18.15 kmpl,1198 cc,82 bhp,14 Inch,5 Seater
Hyundai Santro Xing GLS 2005,"₹ 1,27,720",Third Owner,75000 Km,Manual,Petrol,Hatchback,17.92 kmpl,1086cc,62 bhp,13 Inch,5 Seater
Mahindra XUV500 W4 2015,"₹ 8,90,950",First Owner,49000 Km,Manual,Diesel,SUV,14 kmpl,2179 cc,140 bhp,17 Inch,7 Seater
Hyundai Grand i10 Asta 1.2 Kappa VTVT (O) 2016,"₹ 5,92,250",First Owner,22000 Km,Manual,Petrol,Hatchback,18.9 kmpl,1197 cc,81 bhp,14,5 Seater
Hyundai Elantra 1.6 SX AT 2012,"₹ 6,49,000",First Owner,114000 Km,Automatic,Diesel,Sedan,22.54 kmpl,1582 cc,126 bhp,16 Inch,5 Seater
Maruti Suzuki S-Cross Zeta 1.3 2016,"₹ 6,25,000",First Owner,42000 Km,Manual,Diesel,Crossover,24 kmpl,1248 cc,88.5bhp,16 Inch,5 Seater
Hyundai Verna FLUIDIC 1.6 CRDI SX (O) 2018,"₹ 11,07,250",First Owner,53000 Km,Manual,Diesel,Sedan,22.32 kmpl,1591 cc,126.2bhp,16 Inch,5 Seater
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV 2013,"₹ 8,22,970",First Owner,98000 Km,Manual,Diesel,MUV,12.99 kmpl,2494 cc,100.6bhp,15 Inch,5 Seater
Maruti Suzuki Ciaz VDi+ SHVS 2016,"₹ 7,19,970",First Owner,23000 Km,Manual,Diesel,Sedan,28.09 kmpl,1248 cc,88.5bhp,15 inch,5 Seater
Hyundai i20 Magna 1.2 2009,"₹ 3,40,000",First Owner,102234 Km,Manual,Petrol,Hatchback,12.4 kmpl,1197 cc,80Bhp,14 Inch,5 Seater
Honda Mobilio V i-VTEC 2014,"₹ 5,85,000",First Owner,26800 Km,Manual,Petrol,MUV,17.3kmpl,1497 cc,117.3bhp,15 Inch,7 Seater
Mercedes-Benz CLS 250 CDI 2010,"₹ 8,50,000",First Owner,59000 Km,Automatic,Diesel,Sedan,13.6kmpl,2143 cc,204 bhp,17'',4 Seater
Chevrolet Beat LT Diesel 2012,"₹ 2,31,750",First Owner,34000 Km,Manual,Diesel,Hatchback,25.44 kmpl,936 cc,57 bhp,14 Inches,5 Seater
Renault KWID RXT 2018,"₹ 3,35,000",First Owner,34000 Km,Manual,Petrol,Hatchback,25.17 kmpl,799 cc,53,13 Inch,5 Seater
Volkswagen Jetta 2.0L TDI Trendline 2012,"₹ 5,75,000",Third Owner,92000 Km,Manual,Diesel,Sedan,19.33 kmpl,1968 cc,138 bhp,16,5 Seater
Maruti Suzuki Ritz VDi 2015,"₹ 3,50,000",First Owner,52000 Km,Manual,Diesel,Hatchback,23.2 kmpl,1248 cc,73.94bhp,14 inch,5 Seater
Hyundai Grand i10 Sportz 1.2 Kappa VTVT 2019,"₹ 6,38,600",First Owner,4000 Km,Manual,Petrol,Hatchback,20 kmpl,1197 cc,81 bhp,14 Inch,5 Seater
Toyota Innova Crysta 2.4 G 7 STR 2016,"₹ 16,12,000",First Owner,46000 Km,Manual,Diesel,MUV,15.1 kmpl,2393 cc,148 bhp,16 inch,7 Seater
Toyota Fortuner 3.0 MT 4X4 2011,"₹ 12,10,000",First Owner,143000 Km,Manual,Diesel,SUV,11.9 kmpl,2982 cc,169 bhp,17 Inch,5 Seater
Maruti Suzuki Swift VXi 1.3 2008,"₹ 2,47,000",First Owner,91000 Km,Manual,Petrol,Hatchback,20.4 kmpl,1197 cc,83 bhp,14 Inch,5 Seater
Mahindra TUV300 T8 AMT 2015,"₹ 5,66,500",Second Owner,89000 Km,Automated Manual Transmission,Diesel,SUV,18.49 Kmpl,1493 cc,84bhp,15 Inch,5 Seater
Maruti Suzuki Ignis Delta 1.2 MT 2017,"₹ 4,89,000",First Owner,27000 Km,Manual,Petrol,Hatchback,20.89 kmpl,1197 cc,82 bhp,15,5 Seater
Honda City 1.5 S MT 2014,"₹ 5,66,500",First Owner,55000 Km,Manual,Petrol,Sedan,17.8 kmpl,1497 cc,117 bhp,15 Inch,5 Seater
Hyundai Elite i20 Magna 1.2 2017,"₹ 5,82,000",First Owner,40700 Km,Manual,Petrol,Hatchback,18.6 kmpl,1197 cc,82 bhp,14 Inch,5 Seater
